frame_index,mae,psnr,ssim
1.980000000000000000e+02,8.000000000000000000e+00,5.115878959614089894e+01,9.951845243154444631e-01
1.990000000000000000e+02,8.000000000000000000e+00,5.114470361451946445e+01,9.949752431623236637e-01
2.000000000000000000e+02,8.000000000000000000e+00,5.113228748573651217e+01,9.948028365079037982e-01
2.010000000000000000e+02,8.000000000000000000e+00,5.112869770984134732e+01,9.946927715039638462e-01
2.020000000000000000e+02,9.000000000000000000e+00,5.110875166717222839e+01,9.946799251299417444e-01
2.030000000000000000e+02,9.000000000000000000e+00,5.114753431962423491e+01,9.948137602397115753e-01
2.040000000000000000e+02,9.000000000000000000e+00,5.111419790024450549e+01,9.948744654059784587e-01
2.050000000000000000e+02,1.000000000000000000e+01,5.116214604610618011e+01,9.950598188025119306e-01
2.060000000000000000e+02,1.100000000000000000e+01,5.115715534181026669e+01,9.951214983133677139e-01
2.070000000000000000e+02,1.100000000000000000e+01,5.113109056404960029e+01,9.951622897968587234e-01
2.080000000000000000e+02,1.100000000000000000e+01,5.114350326650743028e+01,9.952528567553102778e-01
2.090000000000000000e+02,1.100000000000000000e+01,5.115088207884882365e+01,9.954372208419721701e-01
2.100000000000000000e+02,1.100000000000000000e+01,5.114993757775258132e+01,9.956502722028803820e-01
2.110000000000000000e+02,1.100000000000000000e+01,5.115363088692763682e+01,9.959115969641936239e-01
2.120000000000000000e+02,1.100000000000000000e+01,5.118493509945519548e+01,9.961517969739278611e-01
2.130000000000000000e+02,1.100000000000000000e+01,5.118701277357651946e+01,9.962676517880749705e-01
2.140000000000000000e+02,1.100000000000000000e+01,5.116085479680705816e+01,9.963934482936349646e-01
2.150000000000000000e+02,1.200000000000000000e+01,5.116111301595545058e+01,9.965667146969956480e-01
2.160000000000000000e+02,1.200000000000000000e+01,5.115320127096323688e+01,9.967506684293209185e-01
2.170000000000000000e+02,1.100000000000000000e+01,5.116197385734955816e+01,9.968949135496536496e-01
2.180000000000000000e+02,1.000000000000000000e+01,5.115414648218960281e+01,9.970174257196379175e-01
2.190000000000000000e+02,1.000000000000000000e+01,5.119307833995220847e+01,9.971680405209703002e-01
2.200000000000000000e+02,9.000000000000000000e+00,5.114650475882547909e+01,9.972209374647172941e-01
2.210000000000000000e+02,8.000000000000000000e+00,5.116008023146694939e+01,9.972682343615335565e-01
2.220000000000000000e+02,8.000000000000000000e+00,5.112809970223301548e+01,9.972434693833980290e-01
2.230000000000000000e+02,8.000000000000000000e+00,5.116051052848987268e+01,9.972066390697715832e-01
2.240000000000000000e+02,8.000000000000000000e+00,5.119394554139658737e+01,9.971152999513414050e-01
2.250000000000000000e+02,8.000000000000000000e+00,5.116154341532342897e+01,9.970681542127827202e-01
2.260000000000000000e+02,8.000000000000000000e+00,5.115474808737006640e+01,9.970602274445252711e-01
2.270000000000000000e+02,8.000000000000000000e+00,5.115062446726889078e+01,9.970589120660117155e-01
2.280000000000000000e+02,8.000000000000000000e+00,5.116076872716924839e+01,9.971306810943481036e-01
2.290000000000000000e+02,7.000000000000000000e+00,5.114547544204184248e+01,9.972435715487020236e-01
2.300000000000000000e+02,6.000000000000000000e+00,5.114478936635958917e+01,9.973560315683265287e-01
2.310000000000000000e+02,2.000000000000000000e+00,5.115062446726889078e+01,9.974130731133074024e-01
2.320000000000000000e+02,3.000000000000000000e+00,5.117326666676316904e+01,9.974273760086074248e-01
2.330000000000000000e+02,3.000000000000000000e+00,5.113802018228628299e+01,9.974105749238980634e-01
2.340000000000000000e+02,3.000000000000000000e+00,5.116300709230809929e+01,9.974001349682760642e-01
2.350000000000000000e+02,3.000000000000000000e+00,5.115947788725038947e+01,9.973795785770375177e-01
2.360000000000000000e+02,4.000000000000000000e+00,5.113981855633861073e+01,9.973733520365949401e-01
2.370000000000000000e+02,4.000000000000000000e+00,5.118060980149287076e+01,9.974247201908642557e-01
2.380000000000000000e+02,3.000000000000000000e+00,5.115217036601053735e+01,9.974038608158751762e-01
2.390000000000000000e+02,2.000000000000000000e+00,5.114178905893868432e+01,9.974240704757809661e-01
2.400000000000000000e+02,3.000000000000000000e+00,5.115999417717817010e+01,9.974587828512841980e-01
2.410000000000000000e+02,5.000000000000000000e+00,5.117352562496364499e+01,9.974588019499354141e-01
